SupplierID,SupplierAddress,SupplierName,SupplierContactDetails,ProductID,CarMaker,CarModel,CarColor,CarModelYear,CarPrice,CustomerID,CustomerName,Gender,JobTitle,PhoneNumber,EmailAddress,City,Country,CountryCode,State,CustomerAddress,OrderDate,OrderID,ShipDate,ShipMode,Shipping,PostalCode,Sales,Quantity,Discount,CreditCardType,CreditCard,CustomerFeedback,LeadTime,CalcSales_NoDiscount,CalcSales_WithDiscount,Calculated_Total,Delay
284,19733 Mcguire Center,Zoomcast,709-19-1132,437,Ford,F150,Indigo,2004,713413.43,61722-160,Suzette Danzelman,Female,Computer Systems Analyst III,571-477-5661,sdanzelman7v@mlb.com,Arlington,United States,US,Virginia,465 Laurel Trail,2018-12-19,76340-4001,2019-04-11,Second Class,Truck,22244,907268.87,1,0.51,jcb,3550131020529831,Very Good,113,713413.43,349572.5807,349572.58,113
285,4 Graedel Street,Lazz,438-56-6113,1033,Gmc,Yukon XL 1500,Pink,2002,643916.65,54340-779,Madelon Ambroz,Female,Design Engineer,818-652-8669,mambroz7w@de.vu,Torrance,United States,US,California,90567 Arizona Terrace,2019-01-08,0440-8505,2019-06-07,Same Day,Air,90510,951156.3,2,0.87,jcb,3532224049798272,Very Good,150,1287833.3,167418.329,167418.33,150
286,1 Carberry Lane,Skynoodle,205-86-5112,5759,Suzuki,Forenza,Teal,2006,786575.33,13734-023,Mano Valeri,Male,Accountant III,727-806-4128,mvaleri7x@apple.com,Clearwater,United States,US,Florida,1871 Stephen Hill,2018-07-20,0135-0532,2019-02-24,Second Class,Truck,34629,826982.52,2,0.87,jcb,3554787755935059,Okay,219,1573150.66,204509.5858,204509.59,219
287,15 Caliangt Terrace,Flipbug,801-84-1627,6561,Buick,Somerset,Mauv,1985,538273.2,0781-3315,Bengt Idiens,Male,Assistant Manager,727-421-2331,bidiens7y@google.cn,Saint Petersburg,United States,US,Florida,24 Norway Maple Hill,2018-09-16,65121-885,2019-05-19,Standard Class,Truck,33710,967548.35,1,0.6,jcb,3583103142551358,Very Bad,245,538273.2,215309.28,215309.28,245
288,464 Dayton Avenue,Eamia,190-67-6241,7839,Honda,CR-X,Goldenrod,1985,573485.27,41163-496,Britta Danielsky,Female,Desktop Support Technician,516-936-3022,bdanielsky7z@stumbleupon.com,New Hyde Park,United States,US,New York,8185 Crescent Oaks Terrace,2019-02-16,57520-0500,2019-06-13,Standard Class,Air,11044,813997.82,1,0.37,jcb,3532414886016793,Good,117,573485.27,361295.7201,361295.72,117
290,88834 Maywood Court,Tagfeed,198-36-2680,3610,Pontiac,Sunbird,Purple,1991,524432.54,0006-0951,Felike Penvarne,Male,Media Manager II,202-786-2819,fpenvarne81@nydailynews.com,Washington,United States,US,District of Columbia,93 Katie Junction,2018-10-06,17575-006,2019-01-28,Standard Class,Air,20057,747147.58,2,0.27,jcb,3536610097237963,Good,114,1048865.08,765671.5084,765671.51,114
291,35345 Del Mar Center,Divape,645-85-7740,1481,Toyota,Tundra,Goldenrod,2004,506274.41,61755-001,Jobye Dowzell,Female,VP Marketing,504-530-3056,jdowzell82@youtube.com,New Orleans,United States,US,Louisiana,642 Main Parkway,2018-11-30,61727-310,2019-05-15,Same Day,Air,70142,847468.73,1,0.35,mastercard,5533416971615409,Very Good,166,506274.41,329078.3665,329078.37,166
292,850 Gerald Park,Flashspan,861-42-1270,5021,Pontiac,Firefly,Aquamarine,1995,719071.21,51079-768,Shelby Morratt,Female,Civil Engineer,212-684-7274,smorratt83@4shared.com,New York City,United States,US,New York,16713 Larry Place,2018-12-04,60505-0027,2019-01-29,Standard Class,Truck,10260,933482.06,1,0.75,diners-club-carte-blanche,30401252615459,Good,56,719071.21,179767.8025,179767.8,56
293,34 Fieldstone Way,Jaxbean,572-91-5758,5719,Gmc,3500 Club Coupe,Puce,1996,747040.1,48951-6040,Cristabel Killshaw,Female,Computer Systems Analyst I,814-395-3699,ckillshaw84@seattletimes.com,Erie,United States,US,Pennsylvania,9 Merry Road,2018-07-29,48951-7023,2019-04-28,Second Class,Truck,16550,701880.61,2,0.39,mastercard,5007667104382658,Bad,273,1494080.2,911388.922,911388.92,273
295,13 Hauk Way,Aivee,759-95-6944,4041,Pontiac,Grand Am,Fuscia,1988,511763.96,60429-369,Chandler Hawkett,Male,GIS Technical Architect,410-264-7720,chawkett86@sciencedirect.com,Ridgely,United States,US,Maryland,373 Green Lane,2018-08-02,15127-989,2019-01-25,Same Day,Truck,21684,981485.26,2,0.85,maestro,67616962146733072,Okay,176,1023527.92,153529.18800000002,153529.19,176
296,566 Westerfield Point,Twitterlist,181-96-4964,146,Lincoln,MKZ,Violet,2007,732421.3,30142-406,Matthieu Bonifant,Male,Accountant IV,801-430-3792,mbonifant87@engadget.com,Salt Lake City,United States,US,Utah,86 Annamark Pass,2019-02-10,66758-054,2019-03-12,Same Day,Air,84130,941955.73,1,0.85,china-unionpay,5602214659822801,Good,30,732421.3,109863.19500000002,109863.2,30
297,4199 Bonner Terrace,Ntag,653-46-8005,9542,Buick,Rainier,Indigo,2005,539855.21,45802-806,Brande Sebright,Female,Project Manager,419-840-1084,bsebright88@i2i.jp,Toledo,United States,US,Ohio,95 Jana Lane,2019-03-20,68400-311,2019-03-23,First Class,Truck,43605,730755.76,1,0.31,maestro,676127785661170762,Very Bad,3,539855.21,372500.0949,372500.09,3
298,0347 Morrow Avenue,Demizz,554-87-1854,8052,Mercedes-Benz,E-Class,Khaki,2007,725040.78,43269-612,Dorena Coatham,Female,Librarian,520-135-7763,dcoatham89@abc.net.au,Tucson,United States,US,Arizona,8 2nd Trail,2018-09-21,21695-572,2019-06-04,Standard Class,Truck,85748,735854.69,1,0.6,mastercard,5101727216327432,Good,256,725040.78,290016.31200000003,290016.31,256
299,627 Havey Drive,JumpXS,360-25-1937,8765,Volkswagen,Passat,Mauv,2012,714281.6,55154-1855,Elladine Rivaland,Female,Executive Secretary,716-555-9600,erivaland8a@unblog.fr,Buffalo,United States,US,New York,5458 Maple Alley,2019-01-10,60512-6350,2019-01-17,Same Day,Air,14269,908766.53,2,0.33,mastercard,5100142164873166,Good,7,1428563.2,957137.344,957137.34,7
300,474 Sunfield Alley,Flipopia,322-29-9723,7050,Isuzu,Hombre,Crimson,1999,759318.3,49967-159,Griselda Ginnaly,Female,Sales Associate,954-456-3186,gginnaly8b@berkeley.edu,Miami,United States,US,Florida,9 Kennedy Way,2018-07-06,11410-800,2019-03-08,Second Class,Air,33169,890159.82,2,0.5,jcb,3572950218764684,Bad,245,1518636.6,759318.3,759318.3,245
301,85 Carpenter Place,Topicstorm,502-56-3936,8739,Ford,F-Series,Goldenrod,2001,709836.01,65862-521,Joel Haverty,Male,Web Designer III,727-712-6176,jhaverty8c@businessweek.com,Clearwater,United States,US,Florida,7 Anhalt Parkway,2018-08-06,53808-0799,2019-06-02,Second Class,Air,34615,701426.93,2,0.53,maestro,676333552007711331,Bad,300,1419672.02,667245.8494,667245.85,300
305,05 Pine View Place,Rooxo,280-59-1168,8945,Buick,Century,Pink,1999,684551.32,42627-229,Sophey Chaves,Female,Information Systems Manager,785-699-5753,schaves8g@apple.com,Topeka,United States,US,Kansas,302 Eastlawn Junction,2018-08-04,40085-215,2019-01-08,First Class,Air,66611,914434.21,2,0.56,visa,4017957628391223,Okay,157,1369102.64,602405.1615999999,602405.16,157
306,1334 Logan Court,Topicstorm,694-43-6986,1431,Mazda,MPV,Khaki,2006,753817.77,68703-004,Renell Spacy,Female,Actuary,915-966-6526,rspacy8h@mozilla.org,El Paso,United States,US,Texas,4811 Stone Corner Street,2018-11-27,16477-152,2019-04-05,First Class,Air,79905,840242.63,2,0.49,jcb,3536722426052409,Okay,129,1507635.54,768894.1254,768894.13,129
307,71 Artisan Alley,Feedbug,769-63-4799,3923,Mercedes-Benz,M-Class,Khaki,2012,555110.84,65365-005,Augy Tindle,Male,Speech Pathologist,602-602-0085,atindle8i@mapquest.com,Phoenix,United States,US,Arizona,6 Drewry Center,2018-07-06,0258-3687,2019-06-02,Same Day,Truck,85053,900762.04,1,0.36,maestro,6763250424281052494,Very Good,331,555110.84,355270.9376,355270.94,331
309,577 Commercial Way,Jabberstorm,679-45-4846,6693,Toyota,Highlander,Crimson,2003,587110.99,55154-3437,Sandor People,Male,Executive Secretary,816-953-4876,speople8k@lycos.com,Independence,United States,US,Missouri,246 Randy Junction,2019-01-04,0135-0504,2019-01-11,Same Day,Truck,64054,950305.24,1,0.69,jcb,3558597304166999,Bad,7,587110.99,182004.40690000003,182004.41,7
310,94869 Dexter Place,Jabbercube,514-83-2487,4222,Buick,Park Avenue,Yellow,2002,795774.0,59779-224,Alain Kettell,Male,VP Quality Control,307-725-0907,akettell8l@qq.com,Cheyenne,United States,US,Wyoming,9 5th Road,2018-11-11,10812-510,2019-01-29,Second Class,Air,82007,785863.89,2,0.43,visa-electron,4175001943233238,Okay,79,1591548.0,907182.36,907182.36,79
312,750 Gale Drive,Thoughtbeat,651-29-0884,3224,Toyota,4Runner,Pink,2000,787155.62,54569-2483,Tammy Orvis,Male,Research Associate,810-861-2102,torvis8n@independent.co.uk,Flint,United States,US,Michigan,325 Onsgard Avenue,2018-08-08,10096-9182,2019-01-21,Standard Class,Air,48550,863064.52,1,0.52,visa-electron,4026784042424995,Okay,166,787155.62,377834.6976,377834.7,166
314,67 Muir Pass,Riffpedia,114-78-5085,6901,Gmc,Yukon XL 1500,Violet,2009,626592.77,52544-044,Rupert Ropcke,Male,Web Developer II,806-750-7979,rropcke8p@ihg.com,Lubbock,United States,US,Texas,0 Prentice Place,2019-01-18,49884-650,2019-02-18,First Class,Air,79491,741782.1,2,0.41,americanexpress,374288130480824,Very Good,31,1253185.54,739379.4686000001,739379.47,31
315,8 Riverside Plaza,Midel,894-57-2919,5501,Mercedes-Benz,SLK-Class,Yellow,2011,697365.8,21695-473,Ethel Abeles,Female,Accountant II,901-239-9213,eabeles8q@geocities.jp,Memphis,United States,US,Tennessee,90814 Becker Crossing,2018-10-04,0179-0155,2019-05-25,Standard Class,Truck,38143,728896.99,1,0.83,visa-electron,4508301546158594,Very Bad,233,697365.8,118552.18600000005,118552.19,233
316,7 Saint Paul Way,Skinte,617-91-5193,1343,Toyota,Avalon,Violet,2002,570870.44,70253-348,Crissie Snasdell,Female,Systems Administrator III,503-968-8316,csnasdell8r@linkedin.com,Portland,United States,US,Oregon,06437 Manitowish Street,2018-07-05,56062-027,2019-06-15,Second Class,Truck,97296,910628.21,1,0.58,jcb,3543168038289107,Very Good,345,570870.44,239765.5848,239765.58,345
317,2806 Pleasure Drive,Avamm,637-01-6190,3474,Lexus,CT,Teal,2011,507645.68,64406-016,Archer Cocks,Male,Structural Analysis Engineer,612-402-9869,acocks8s@rambler.ru,Minneapolis,United States,US,Minnesota,24 Mayer Pass,2018-11-18,76075-101,2019-01-23,Second Class,Truck,55441,707835.38,2,0.8,jcb,3576304705371429,Okay,66,1015291.36,203058.27199999997,203058.27,66
318,38 Gulseth Terrace,Kazu,629-11-7458,4042,Subaru,Impreza,Khaki,1996,552478.67,0713-0166,Annmaria Thireau,Female,Biostatistician II,334-697-1884,athireau8t@google.es,Montgomery,United States,US,Alabama,23304 Village Trail,2019-02-18,63304-445,2019-03-12,Same Day,Truck,36104,967120.0,2,0.75,jcb,3557168816141762,Bad,22,1104957.34,276239.335,276239.34,22
319,5 Cordelia Pass,Wikizz,768-82-4144,3509,Chevrolet,Cobalt SS,Green,2009,610710.37,0363-1298,Leopold Shorto,Male,Teacher,559-565-1007,lshorto8u@va.gov,Fullerton,United States,US,California,90164 Mitchell Point,2018-10-01,43269-834,2019-06-02,Second Class,Truck,92640,927475.94,1,0.66,visa-electron,4508666681520588,Bad,244,610710.37,207641.5258,207641.53,244
321,038 Sauthoff Place,Zoonder,890-59-0335,3241,Ferrari,612 Scaglietti,Turquoise,2009,695267.57,54838-144,Misha Schrader,Female,Financial Analyst,901-136-7802,mschrader8w@reference.com,Memphis,United States,US,Tennessee,0 Rieder Terrace,2018-12-18,54057-682,2019-01-18,Standard Class,Truck,38168,771700.35,1,0.6,jcb,3557583457731566,Good,31,695267.57,278107.028,278107.03,31
324,7 Randy Lane,Gabcube,571-46-4187,1732,Jeep,Comanche,Pink,1992,538437.86,58517-340,Gennifer Mor,Female,Business Systems Development Analyst,213-585-6350,gmor8z@quantcast.com,Los Angeles,United States,US,California,8429 Nancy Center,2019-03-02,43857-0117,2019-05-18,First Class,Air,90081,964162.52,2,0.53,diners-club-international,36710753294828,Bad,77,1076875.72,506131.5884,506131.59,77
325,7 Sundown Pass,Eimbee,478-81-7750,9958,Audi,4000,Fuscia,1987,648966.12,0378-6201,Thorvald Perry,Male,Senior Developer,336-892-5724,tperry90@cloudflare.com,Winston Salem,United States,US,North Carolina,99 Rusk Center,2018-11-11,65044-6518,2019-03-26,First Class,Truck,27110,862363.21,2,0.75,jcb,3530154342852611,Very Good,135,1297932.24,324483.06,324483.06,135
327,344 Redwing Lane,Twitterworks,274-42-8908,5535,Volvo,C70,Goldenrod,2009,761972.23,0023-4964,Flss Darker,Female,Design Engineer,727-155-1700,fdarker92@eventbrite.com,Clearwater,United States,US,Florida,493 Graceland Terrace,2018-08-08,52054-512,2019-03-13,Same Day,Air,33763,994486.13,1,0.87,diners-club-enroute,201896048996522,Good,217,761972.23,99056.3899,99056.39,217
328,989 Michigan Center,Flipopia,521-68-4174,9086,Ford,Flex,Mauv,2012,568006.05,61657-0959,Tabbitha Redmain,Female,Geological Engineer,727-526-0343,tredmain93@jiathis.com,Clearwater,United States,US,Florida,68 Russell Street,2019-03-09,43857-0294,2019-03-16,Same Day,Truck,34620,828011.87,1,0.46,china-unionpay,5602225112679299,Very Bad,7,568006.05,306723.26700000005,306723.27,7
329,9574 Farmco Place,Realmix,841-57-3344,754,Acura,NSX,Yellow,1993,670873.16,68258-8973,Mel O'Sherin,Female,Recruiter,901-953-7355,mosherin94@un.org,Memphis,United States,US,Tennessee,13199 Transport Court,2018-07-24,60432-604,2019-04-22,Second Class,Air,38114,858907.73,2,0.87,visa-electron,4405708136214997,Good,272,1341746.32,174427.0216,174427.02,272
332,523 Summerview Way,Edgewire,670-45-8110,2629,Hyundai,Elantra,Aquamarine,2006,627881.84,59779-405,Elizabet Barthot,Female,Desktop Support Technician,701-620-6460,ebarthot97@wikispaces.com,Fargo,United States,US,North Dakota,53 Coleman Avenue,2018-10-23,55289-962,2019-01-06,Same Day,Air,58106,884036.61,2,0.26,china-unionpay,5602239034469564,Very Bad,75,1255763.68,929265.1232,929265.12,75
334,759 Sachs Junction,Aivee,449-80-4246,9813,Suzuki,Daewoo Magnus,Puce,2005,701889.62,41163-120,Eudora Brumbie,Female,Automation Specialist I,682-394-9956,ebrumbie99@uol.com.br,Fort Worth,United States,US,Texas,96848 Thackeray Plaza,2018-09-02,68828-067,2019-01-02,Standard Class,Truck,76198,708309.06,2,0.38,jcb,3530451916818378,Very Good,122,1403779.24,870343.1288,870343.13,122
337,4372 Upham Drive,InnoZ,415-48-2318,8771,Dodge,Avenger,Yellow,1996,570705.28,0065-0530,Zebadiah Kewzick,Male,Media Manager III,801-624-0463,zkewzick9c@bing.com,Salt Lake City,United States,US,Utah,431 Butterfield Crossing,2018-07-12,76049-620,2019-03-27,First Class,Truck,84199,781518.73,2,0.36,jcb,3581275507942620,Okay,258,1141410.56,730502.7584,730502.76,258
338,0117 Springview Junction,Centizu,657-42-2409,7762,Mercury,Cougar,Aquamarine,1967,726377.48,55154-4651,Jeffrey Toye,Male,Structural Engineer,612-720-9471,jtoye9d@printfriendly.com,Minneapolis,United States,US,Minnesota,25 Division Plaza,2018-10-03,42254-065,2019-02-25,Standard Class,Air,55428,745537.8,1,0.77,jcb,3560316340236492,Okay,145,726377.48,167066.8204,167066.82,145
339,13 Ridge Oak Trail,Devcast,832-35-5973,771,Buick,LaCrosse,Turquoise,2007,607930.71,0187-1221,Eric Kleinert,Male,Automation Specialist I,801-151-8122,ekleinert9e@redcross.org,Salt Lake City,United States,US,Utah,13 American Ash Drive,2018-09-13,0573-1915,2019-06-04,Standard Class,Air,84135,707110.84,2,0.27,jcb,3555263027805008,Very Bad,264,1215861.42,887578.8365999999,887578.84,264
340,5 Lerdahl Hill,Twitterwire,539-20-5922,596,Mazda,MPV,Green,2004,553002.61,59779-574,Emmit Loder,Male,Dental Hygienist,865-756-3584,eloder9f@dailymail.co.uk,Knoxville,United States,US,Tennessee,317 Killdeer Road,2018-10-02,50436-2899,2019-03-15,Second Class,Air,37939,788921.1,1,0.51,visa,4312479754219872,Bad,164,553002.61,270971.2789,270971.28,164
341,30650 Magdeline Way,Vimbo,339-75-6952,6739,Mitsubishi,Pajero,Orange,2004,738187.94,55289-531,Delbert Farmery,Male,Registered Nurse,954-364-8053,dfarmery9g@bloglines.com,Fort Lauderdale,United States,US,Florida,7 Commercial Center,2018-08-25,0378-1150,2019-04-15,Same Day,Air,33330,792887.07,1,0.65,jcb,3532969067735305,Okay,233,738187.94,258365.77899999995,258365.78,233
342,4 Springs Lane,Trilith,731-66-4280,1919,Chrysler,Crossfire Roadster,Mauv,2006,546271.67,60429-288,Robert Vicarey,Male,Nurse Practicioner,512-454-8287,rvicarey9h@buzzfeed.com,Austin,United States,US,Texas,000 Amoth Alley,2019-03-25,52810-702,2019-04-29,Second Class,Air,78764,851604.84,1,0.39,maestro,604828862217186347,Very Good,35,546271.67,333225.7187,333225.72,35
343,55301 Marquette Center,Zoomzone,849-99-5803,4349,Pontiac,Grand Prix,Aquamarine,1962,784238.63,0555-0767,Austin Milillo,Male,Systems Administrator I,562-759-5187,amilillo9i@ycombinator.com,Long Beach,United States,US,California,5 Bobwhite Crossing,2018-12-17,68327-030,2019-04-26,Standard Class,Truck,90847,862877.87,1,0.79,jcb,3570528412452504,Okay,130,784238.63,164690.11229999998,164690.11,130
344,4969 Main Parkway,Kayveo,862-38-4615,8408,Lincoln,Mark VIII,Khaki,1994,646473.91,36987-1248,Opal Leynham,Female,Social Worker,305-111-7318,oleynham9j@wordpress.org,Miami Beach,United States,US,Florida,680 Mendota Trail,2018-12-11,53499-5149,2019-03-01,Same Day,Air,33141,703143.18,1,0.6,jcb,3580639303329509,Very Good,80,646473.91,258589.564,258589.56,80
345,1654 Marcy Crossing,Skyba,535-89-9766,1229,Buick,Century,Purple,1991,710688.6,30142-462,Rosemonde Gathercole,Female,GIS Technical Architect,412-158-3036,rgathercole9k@hostgator.com,Pittsburgh,United States,US,Pennsylvania,42431 Algoma Drive,2018-07-13,61442-363,2019-05-02,Second Class,Air,15225,913674.43,1,0.57,jcb,3576534709211037,Very Good,293,710688.6,305596.098,305596.1,293
346,4169 Milwaukee Center,Bubbletube,649-58-4696,9189,Bentley,Continental,Aquamarine,2008,712682.73,64159-7693,Rip Aspinell,Male,Marketing Manager,512-917-7223,raspinell9l@nydailynews.com,Austin,United States,US,Texas,78 Claremont Park,2019-01-20,51655-439,2019-01-30,First Class,Air,78769,799003.87,1,0.56,jcb,3575127950358440,Okay,10,712682.73,313580.4012,313580.4,10
348,34 Hoffman Parkway,Twimbo,295-01-6025,3931,Audi,5000S,Aquamarine,1987,550033.01,48951-8160,Keith Crickett,Male,Senior Editor,919-509-4728,kcrickett9n@skype.com,Durham,United States,US,North Carolina,56 Schmedeman Place,2019-02-14,54868-6366,2019-05-31,Second Class,Truck,27710,995483.27,2,0.45,diners-club-enroute,201961835678806,Good,106,1100066.02,605036.3110000001,605036.31,106
349,9 Aberg Pass,Oyondu,709-84-4340,8713,Subaru,Impreza WRX,Fuscia,2010,732058.61,30142-733,Karolina Churcher,Female,Social Worker,813-436-5461,kchurcher9o@bloglines.com,Zephyrhills,United States,US,Florida,16 Atwood Center,2018-12-05,0555-0286,2019-06-14,Standard Class,Air,33543,880508.47,2,0.76,jcb,3547393057276308,Very Good,191,1464117.22,351388.1328,351388.13,191
350,0734 Memorial Circle,Feedmix,238-97-4452,3617,Dodge,Intrepid,Pink,1999,796249.69,43063-051,Page Rotherforth,Female,VP Accounting,406-174-6582,protherforth9p@hostgator.com,Missoula,United States,US,Montana,12447 Merrick Park,2018-09-27,49035-150,2019-02-27,First Class,Truck,59806,851585.1,1,0.59,diners-club-carte-blanche,30562705941584,Good,153,796249.69,326462.3729,326462.37,153
351,43104 Clove Place,Feedfish,146-56-0855,9175,Chevrolet,Caprice,Violet,1995,575973.51,50300-010,Yancy Plowell,Male,Web Designer IV,970-687-2368,yplowell9q@cbc.ca,Greeley,United States,US,Colorado,59 Thackeray Court,2018-06-30,24236-004,2019-05-02,Same Day,Air,80638,989778.2,2,0.34,jcb,3531694122028832,Very Good,306,1151947.02,760285.0332,760285.03,306
352,448 Marcy Junction,Thoughtsphere,708-10-7891,4233,Ford,Aspire,Orange,1996,547318.93,53603-1006,Caesar Fuzzens,Male,Junior Executive,763-252-6435,cfuzzens9r@photobucket.com,Monticello,United States,US,Minnesota,32031 Hermina Alley,2018-12-19,0220-9322,2019-06-16,First Class,Air,55590,773862.24,2,0.41,mastercard,5100138816243055,Okay,179,1094637.86,645836.3374000002,645836.34,179
353,9074 Carberry Park,Feedspan,832-88-7009,844,Mitsubishi,Truck,Yellow,1991,509977.97,54868-4986,Wyn Grassin,Male,VP Accounting,302-448-4966,wgrassin9s@behance.net,Wilmington,United States,US,Delaware,88 Doe Crossing Plaza,2018-07-02,33261-460,2019-03-22,Standard Class,Air,19810,832447.02,1,0.86,diners-club-us-ca,5493916290738509,Good,263,509977.97,71396.9158,71396.92,263
355,155 Ridgeview Crossing,Topiczoom,198-06-5450,8219,Volkswagen,Jetta,Orange,1995,518274.67,53877-009,Jodee Bouskill,Female,Food Chemist,304-233-3877,jbouskill9u@columbia.edu,Charleston,United States,US,West Virginia,5490 Darwin Point,2018-12-11,51452-004,2019-01-25,Second Class,Truck,25336,906612.81,1,0.42,china-unionpay,560221701604095520,Okay,45,518274.67,300599.30860000005,300599.31,45
356,92809 Sloan Point,Ainyx,790-07-9248,5712,Mercedes-Benz,S-Class,Puce,1996,552442.9,98132-710,Leontine Fante,Female,Payment Adjustment Coordinator,509-989-5964,lfante9v@vk.com,Spokane,United States,US,Washington,6506 Spaight Pass,2019-04-06,56062-516,2019-04-19,Second Class,Truck,99215,710467.3,2,0.71,mastercard,5100171677661685,Bad,13,1104885.8,320416.88200000004,320416.88,13
